date_time,temp_f
1,18.73129032258063
2,24.394999999999985
3,37.618225806451605
4,44.616749999999975
5,61.22798387096768
6,68.24124999999998
7,73.02209677419353
8,72.10274193548379
9,61.6719999999999
10,51.71895161290322
11,33.676500000000004
12,26.04862903225806
